text
Unidad I Elaboracion de trabajo de titulacion 
Unidad II Estudio de la fase del diseño del plan de tesis
Unidad III Fundamentos y argumentos de la propuesta
Unidad IV Presentacion de la propuesta de Titulacion
desarrollo del trabajo de titulacion
